unit,phonemes,n_ph,ayah_collisions,distinct_surahs,basmala_cost,eff_misfire_contexts,example_hits
32:10#02,b a l h u m b i l i q aa ' i r a b b i h i m k aa f i r uu n,29,12,9,,12,6:154=0.24; 7:45=0.38; 11:19=0.31; 12:37=0.31
34:39#03,w a h u w a x a y r u a r r aa z i q ii n,20,12,9,,12,2:184=0.45; 2:216=0.4; 3:150=0.2; 5:114=0.2
39:15#03,' a l aa dh aa l i k a h u w a a l x u s r aa n u a l m u b ii n,30,12,12,,12,6:16=0.43; 9:72=0.43; 14:18=0.43; 22:11=0.1
42:15#01,f a l i dh aa l i k a f aa d 3,14,12,10,,12,3:94=0.43; 10:58=0.29; 12:49=0.43; 12:76=0.43
42:27#02,' i n n a h u b i 3 i b aa d i h i x a b ii r u n b a S ii r,29,12,8,,12,11:112=0.45; 12:24=0.38; 17:17=0.28; 17:30=0.21
42:49#02,y a x l u q u m aa y a sh aa ',14,12,11,,12,3:47=0.0; 6:133=0.43; 7:191=0.36; 13:39=0.29
42:50#03,' i n n a h u 3 a l ii m u n q a d ii r,19,12,12,,12,6:139=0.26; 8:71=0.37; 11:5=0.26; 15:25=0.26
42:53#02,' a l aa ' i l aa a l l aa h i t a S ii r u a l ' u m uu r,27,12,12,,12,2:210=0.3; 3:109=0.3; 4:100=0.41; 7:89=0.44
43:87#02,f a ' a n n aa y u ' f a k uu n,15,12,10,,12,3:47=0.33; 5:75=0.13; 10:34=0.07; 19:8=0.33
67:5#02,w a ' a 3 t a d n aa l a h u m 3 a dh aa b a a s s a 3 ii r,28,12,9,,12,4:18=0.21; 4:138=0.43; 17:10=0.25; 22:4=0.43
72:17#01,l l i n a f t i n a h u m f ii h,16,12,12,,12,8:57=0.44; 9:21=0.44; 10:54=0.44; 13:33=0.44
26:2,t i l k a ' aa y aa t u a l k i t aa b i a l m u b ii n,26,12,12,,12,2:252=0.38; 3:108=0.38; 10:1=0.15; 12:1=0.0
26:123,k a dh dh a b a t 3 aa d u n a l m u r s a l ii n,23,12,6,,12,26:21=0.43; 26:105=0.35; 26:141=0.22; 26:160=0.35
26:138,w a m aa n a H n u b i m u 3 a dh dh a b ii n,21,12,11,,12,6:29=0.29; 11:53=0.43; 12:44=0.38; 17:15=0.33
28:2,t i l k a ' aa y aa t u a l k i t aa b i a l m u b ii n,26,12,12,,12,2:252=0.38; 3:108=0.38; 10:1=0.15; 12:1=0.0
51:3,f aa l j aa r i y aa t i y u s r a n aa,18,12,5,,12,37:2=0.39; 37:3=0.33; 51:1=0.44; 51:2=0.33
56:95,' i n n a h aa dh aa l a h u w a H a q q u a l y a q ii n,27,12,11,,12,3:62=0.3; 7:109=0.44; 8:32=0.44; 10:76=0.44
69:3,w a m aa ' a d r aa k a m aa a l H aa q q a h,21,12,9,,12,74:27=0.29; 77:14=0.33; 82:17=0.33; 82:18=0.38
70:22,' i l l aa a l m u S a l l ii n,15,12,11,,12,4:98=0.4; 9:4=0.4; 10:72=0.4; 26:99=0.33
74:2,q u m f a ' a n dh i r,11,12,12,,12,6:51=0.36; 7:136=0.36; 9:96=0.36; 10:2=0.27
75:28,w a Z a n n a ' a n n a h u a l f i r aa q,21,12,9,,12,2:46=0.43; 5:65=0.43; 7:171=0.33; 10:22=0.43
77:14,w a m aa ' a d r aa k a m aa y a w m u a l f a S l,24,12,10,,12,46:9=0.42; 69:3=0.38; 74:27=0.38; 82:17=0.21
77:16,' a l a m n u h l i k i a l ' a w w a l ii n,22,12,7,,12,15:13=0.36; 23:68=0.36; 23:81=0.41; 26:137=0.36
79:22,th u m m a ' a d b a r a y a s 3 aa,17,12,7,,12,5:102=0.41; 18:89=0.35; 18:92=0.35; 23:45=0.41
79:30,w aa l ' a r D a b a 3 d a dh aa l i k a d a H aa h aa,25,12,9,,12,2:164=0.44; 2:178=0.4; 3:82=0.4; 15:19=0.4
80:27,f a ' a n b a t n aa f ii h aa H a b b a n aa,21,12,10,,12,3:193=0.43; 12:82=0.38; 15:19=0.33; 24:1=0.43
81:12,w a ' i dh aa a l j a H ii m u s u 3 3 i r a t,22,12,4,,12,77:9=0.41; 77:10=0.36; 81:3=0.27; 81:4=0.41
83:8,w a m aa ' a d r aa k a m aa s i j j ii n,19,12,10,,12,69:3=0.32; 74:27=0.26; 77:14=0.32; 82:17=0.32
83:19,w a m aa ' a d r aa k a m aa 3 i l l i y y uu n,22,12,10,,12,69:3=0.36; 74:27=0.41; 77:14=0.36; 82:17=0.36
87:1,s a b b i H i aa s m a r a b b i k a a l ' a 3 l aa,25,12,11,,12,15:98=0.44; 20:130=0.4; 40:55=0.44; 50:39=0.4
89:30,w aa d x u l ii j a n n a t ii,14,12,11,,12,2:111=0.43; 7:49=0.43; 16:32=0.43; 36:26=0.36
92:1,w aa l l l a y l i ' i dh aa y a gh sh aa,18,12,10,,12,21:42=0.44; 37:138=0.39; 41:38=0.44; 53:1=0.39
97:2,w a m aa ' a d r aa k a m aa l a y l a t u a l q a d r,26,12,10,,12,69:3=0.35; 74:27=0.35; 77:14=0.31; 82:17=0.35
100:7,w a ' i n n a h u 3 a l aa dh aa l i k a l a sh a h ii d,26,12,11,,12,4:133=0.42; 13:6=0.38; 14:7=0.42; 22:6=0.38
104:5,w a m aa ' a d r aa k a m aa a l H u T a m a h,22,12,9,,12,69:3=0.18; 74:27=0.32; 77:14=0.32; 82:17=0.32
112:4,w a l a m y a k u n l l a h u k u f uu aa ' a H a d,25,12,8,,12,4:11=0.36; 4:12=0.36; 4:85=0.44; 4:176=0.36
2:118#03,t a sh aa b a h a t q u l uu b u h u m,18,11,9,,11,6:43=0.33; 8:2=0.33; 9:45=0.22; 9:110=0.33
2:261#02,w aa l l l a h u y u D aa 3 i f u l i m a n y a sh aa ',26,11,8,,11,2:212=0.31; 2:284=0.42; 4:27=0.42; 5:18=0.42
2:280#02,w a ' a n t a S a d d a q uu aa x a y r u n l l a k u m,27,11,7,,11,2:108=0.44; 2:184=0.19; 2:216=0.41; 2:271=0.41
3:11#03,w aa l l l a h u sh a d ii d u a l 3 i q aa b,21,11,7,,11,3:4=0.43; 3:98=0.29; 4:27=0.43; 8:25=0.24
3:146#02,w aa l l l a h u y u H i b b u a S S aa b i r ii n,24,11,6,,11,2:105=0.38; 2:205=0.42; 3:54=0.38; 3:57=0.25
3:161#01,w a m aa k aa n a l i n a b i y y i n ' a n y a gh u l l,27,11,10,,11,3:79=0.41; 3:145=0.33; 6:136=0.44; 8:67=0.22
4:55#02,w a k a f aa b i j a h a n n a m a s a 3 ii r a n aa,25,11,10,,11,4:10=0.44; 17:39=0.44; 17:65=0.4; 19:86=0.44
6:57#04,y a q u S S u a l H a q q,13,11,9,,11,6:62=0.38; 10:32=0.38; 10:82=0.38; 11:120=0.38
6:73#05,3 aa l i m u a l gh a y b i w aa l sh sh a h aa d a h,24,11,10,,11,9:94=0.08; 9:105=0.08; 13:9=0.04; 23:92=0.08
6:80#04,w a s i 3 a r a b b ii k u l l a sh a y ' i n 3 i l m a n aa,29,11,10,,11,6:164=0.34; 7:89=0.1; 7:156=0.38; 17:12=0.45
6:90#04,' i n h u w a ' i l l aa dh i k r aa l i l 3 aa l a m ii n,27,11,10,,11,12:104=0.11; 21:84=0.41; 23:25=0.44; 23:38=0.44
7:168#01,w a q a T T a 3 n aa h u m f ii a l ' a r D i ' u m a m a n aa,30,11,10,,11,5:33=0.43; 6:6=0.37; 6:35=0.43; 7:10=0.4
8:1#01,y a s ' a l uu n a k a 3 a n i a l ' a n f aa l,23,11,8,,11,2:189=0.13; 2:215=0.43; 2:217=0.26; 2:219=0.22
8:43#03,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,10,,11,3:119=0.19; 5:7=0.19; 11:5=0.0; 31:23=0.19
8:74#02,l l a h u m m m a gh f i r a t u n w a r i z q u n k a r ii m,30,11,11,,11,3:136=0.43; 5:9=0.23; 8:4=0.2; 11:11=0.23
9:31#03,s u b H aa n a h u 3 a m m aa y u sh r i k uu n,22,11,10,,11,7:190=0.27; 12:106=0.41; 16:1=0.36; 16:3=0.36
9:99#02,' a l aa ' i n n a h aa q u r b a t u n l l a h u m,25,11,8,,11,2:12=0.44; 2:13=0.44; 2:68=0.44; 2:71=0.44
9:99#03,s a y u d x i l u h u m u a l l aa h u f ii r a H m a t i h,29,11,9,,11,2:159=0.45; 2:210=0.45; 4:175=0.28; 7:49=0.31
10:40#02,w a r a b b u k a ' a 3 l a m u b i aa l m u f s i d ii n,28,11,7,,11,6:117=0.29; 10:91=0.43; 16:125=0.29; 17:25=0.36
10:54#03,w a q u D i y a b a y n a h u m b i aa l q i s T,24,11,8,,11,2:188=0.42; 5:42=0.29; 10:19=0.38; 10:47=0.08
11:5#03,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,10,,11,3:119=0.19; 5:7=0.19; 8:43=0.0; 31:23=0.19
11:83#02,w a m aa h i y a m i n a a Z Z aa l i m ii n a b i b a 3 ii d,29,11,10,,11,2:145=0.45; 5:107=0.45; 6:129=0.41; 17:82=0.45
12:104#02,' i n h u w a ' i l l aa dh i k r u n l l i l 3 aa l a m ii n,29,11,11,,11,4:105=0.45; 6:90=0.1; 7:184=0.45; 21:107=0.41
16:22#01,' i l aa h u k u m ' i l aa h u n w aa H i d,21,11,10,,11,2:163=0.0; 14:52=0.29; 16:51=0.29; 18:110=0.0
16:52#02,' a f a gh a y r a a l l aa h i t a t t a q uu n,23,11,8,,11,2:197=0.43; 3:83=0.39; 6:40=0.26; 7:65=0.39
19:12#02,w a ' aa t a y n aa h u a l H u k m a S a b i y y a n aa,27,11,9,,11,4:54=0.44; 4:163=0.44; 5:46=0.44; 12:22=0.37
21:73#02,w a k aa n uu aa l a n aa 3 aa b i d ii n,18,11,8,,11,7:148=0.39; 15:82=0.39; 21:53=0.28; 21:90=0.17
22:12#02,dh aa l i k a h u w a a D D a l aa l u a l b a 3 ii d,25,11,11,,11,6:129=0.44; 10:64=0.32; 14:18=0.0; 22:11=0.4
24:26#04,l a h u m m m a gh f i r a t u n w a r i z q u n k a r ii m,29,11,10,,11,3:136=0.41; 5:9=0.21; 8:4=0.17; 8:74=0.0
24:45#03,y a x l u q u a l l aa h u m aa y a sh aa ',20,11,9,,11,3:40=0.4; 3:47=0.3; 13:39=0.25; 14:4=0.35
25:32#03,w a r a t t a l n aa h u t a r t ii l a n aa,21,11,6,,11,17:2=0.43; 17:12=0.33; 17:21=0.43; 17:106=0.24
28:23#02,q aa l a m aa x a T b u k u m aa,15,11,7,,11,7:20=0.27; 7:22=0.4; 7:129=0.4; 12:37=0.33
30:4#03,w a y a w m a ' i dh i n y a f r a H u a l m u ' m i n uu n,29,11,10,,11,3:28=0.45; 20:108=0.45; 23:1=0.45; 30:14=0.45
35:3#04,f a ' a n n aa t u ' f a k uu n,15,11,9,,11,5:75=0.2; 10:34=0.0; 19:8=0.4; 19:20=0.4
35:38#02,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,10,,11,3:119=0.19; 5:7=0.19; 8:43=0.0; 11:5=0.0
38:5#02,' i n n a h aa dh aa l a sh a y ' u n 3 u j aa b,22,11,9,,11,7:109=0.41; 7:123=0.36; 10:76=0.36; 11:72=0.09
39:7#06,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,10,,11,3:119=0.19; 5:7=0.19; 8:43=0.0; 11:5=0.0
40:62#02,f a ' a n n aa t u ' f a k uu n,15,11,9,,11,5:75=0.2; 10:34=0.0; 19:8=0.4; 19:20=0.4
42:24#04,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,11,,11,3:119=0.19; 5:7=0.19; 8:43=0.0; 11:5=0.0
43:44#02,w a s a w f a t u s ' a l uu n,15,11,8,,11,2:134=0.33; 2:141=0.33; 6:67=0.27; 20:105=0.4
45:24#03,' i n h u m ' i l l aa y a Z u n n uu n,19,11,11,,11,2:78=0.0; 5:13=0.37; 6:116=0.21; 9:54=0.42
52:36#02,b a l l l aa y uu q i n uu n,13,11,10,,11,2:118=0.38; 5:50=0.38; 23:56=0.38; 27:82=0.31
53:30#01,dh aa l i k a m a b l a gh u h u m m m i n a a l 3 i l m,27,11,10,,11,3:10=0.44; 3:116=0.44; 6:128=0.44; 17:85=0.44
58:5#02,w a q a d ' a n z a l n aa ' aa y aa t i n b a y y i n aa t,28,11,7,,11,2:99=0.29; 2:159=0.39; 17:101=0.43; 21:10=0.43
59:22#02,3 aa l i m u a l gh a y b i w aa l sh sh a h aa d a h,24,11,10,,11,6:73=0.04; 9:94=0.08; 9:105=0.08; 13:9=0.04
60:10#02,a l l aa h u ' a 3 l a m u b i ' ii m aa n i h i n n,25,11,10,,11,3:36=0.4; 3:167=0.4; 6:58=0.4; 8:60=0.44
60:10#05,w a ' aa t uu h u m m m aa ' a n f a q uu aa,20,11,9,,11,2:254=0.45; 2:267=0.45; 9:76=0.45; 9:124=0.45
63:4#07,' a n n aa y u ' f a k uu n,13,11,9,,11,3:47=0.23; 5:75=0.0; 7:115=0.38; 10:34=0.08
67:13#02,' i n n a h u 3 a l ii m u n b i dh aa t i a S S u d uu r,27,11,10,,11,3:119=0.19; 5:7=0.19; 8:43=0.0; 11:5=0.0
77:38#01,h aa dh aa y a w m u a l f a S l,15,11,8,,11,11:77=0.27; 21:103=0.33; 30:56=0.2; 37:20=0.33
15:41,q aa l a h aa dh aa S i r aa T u n 3 a l a y y a m u s t a q ii m,30,11,9,,11,1:6=0.43; 3:51=0.37; 6:126=0.3; 6:153=0.4
15:73,f a ' a x a dh a t h u m u a S S a y H a t u m u sh r i q ii n,30,11,8,,11,2:55=0.4; 4:153=0.37; 7:78=0.4; 7:91=0.4
19:57,w a r a f a 3 n aa h u m a k aa n a n aa 3 a l i y y a n aa,28,11,9,,11,12:2=0.43; 13:37=0.43; 16:75=0.43; 17:70=0.43
26:209,dh i k r aa w a m aa k u n n aa Z aa l i m ii n,21,11,7,,11,7:5=0.33; 7:7=0.33; 12:73=0.33; 12:81=0.38
37:3,f aa l t t aa l i y aa t i dh i k r a n aa,19,11,5,,11,37:2=0.37; 51:1=0.42; 51:2=0.32; 51:3=0.32
37:70,f a h u m 3 a l aa ' aa th aa r i h i m y u h r a 3 uu n,26,11,8,,11,5:46=0.38; 6:92=0.38; 18:6=0.42; 18:64=0.38
37:166,w a ' i n n aa l a n a H n u a l m u s a b b i H uu n,26,11,9,,11,2:11=0.42; 2:14=0.42; 5:22=0.42; 7:66=0.38
38:68,' a n t u m 3 a n h u m u 3 r i D uu n,19,11,8,,11,9:76=0.42; 12:13=0.26; 12:105=0.21; 15:81=0.37
51:6,w a ' i n n a a d d ii n a l a w aa q i 3,20,11,11,,11,10:83=0.45; 16:122=0.4; 23:73=0.45; 29:64=0.35
51:20,w a f ii a l ' a r D i ' aa y aa t u n l l i l m uu q i n ii n,29,11,10,,11,2:164=0.45; 10:6=0.45; 12:7=0.45; 12:73=0.45
53:1,w aa l n n a j m i ' i dh aa h a w aa,17,11,8,,11,16:12=0.41; 21:33=0.41; 55:6=0.41; 81:17=0.41
53:37,w a ' i b r aa h ii m a aa l l a dh ii w a f f aa,22,11,11,,11,2:135=0.36; 3:68=0.32; 4:125=0.36; 9:114=0.36
54:16,f a k a y f a k aa n a 3 a dh aa b ii w a n u dh u r,24,11,7,,11,13:32=0.42; 22:44=0.42; 34:45=0.42; 35:26=0.42
54:21,f a k a y f a k aa n a 3 a dh aa b ii w a n u dh u r,24,11,7,,11,13:32=0.42; 22:44=0.42; 34:45=0.42; 35:26=0.42
54:30,f a k a y f a k aa n a 3 a dh aa b ii w a n u dh u r,24,11,7,,11,13:32=0.42; 22:44=0.42; 34:45=0.42; 35:26=0.42
56:74,f a s a b b i H b i aa s m i r a b b i k a a l 3 a Z ii m,28,11,11,,11,15:98=0.32; 20:130=0.36; 40:55=0.36; 50:39=0.36
56:93,f a n u z u l u n m m i n H a m ii m,18,11,8,,11,15:26=0.44; 15:28=0.44; 15:33=0.44; 37:67=0.39
56:96,f a s a b b i H b i aa s m i r a b b i k a a l 3 a Z ii m,28,11,11,,11,15:98=0.32; 20:130=0.36; 40:55=0.36; 50:39=0.36
68:31,q aa l uu aa y aa w a y l a n aa ' i n n aa k u n n aa T aa gh ii n,29,11,8,,11,5:24=0.45; 7:5=0.45; 12:17=0.41; 21:14=0.14
69:52,f a s a b b i H b i aa s m i r a b b i k a a l 3 a Z ii m,28,11,10,,11,15:98=0.32; 20:130=0.36; 40:55=0.36; 50:39=0.36
70:6,' i n n a h u m y a r a w n a h u b a 3 ii d a n aa,25,11,11,,11,3:30=0.4; 4:60=0.4; 7:27=0.44; 11:5=0.44
75:9,w a j u m i 3 a a sh sh a m s u w aa l q a m a r,23,11,11,,11,6:96=0.39; 12:4=0.39; 13:2=0.3; 14:33=0.26
78:1,3 a m m a y a t a s aa ' a l uu n,16,11,8,,11,2:108=0.44; 2:134=0.44; 2:141=0.44; 20:105=0.44
78:21,' i n n a j a h a n n a m a k aa n a t m i r S aa d a n aa,28,11,10,,11,7:18=0.43; 9:49=0.39; 9:63=0.43; 11:119=0.43
79:3,w aa l s s aa b i H aa t i s a b H a n aa,19,11,5,,11,25:11=0.42; 37:1=0.42; 37:2=0.42; 77:2=0.42
79:41,f a ' i n n a a l j a n n a t a h i y a a l m a ' w aa,27,11,11,,11,2:111=0.44; 4:139=0.44; 5:72=0.41; 16:27=0.41
82:1,' i dh aa a s s a m aa ' u aa n f a T a r a t,21,11,10,,11,55:37=0.38; 69:16=0.43; 72:8=0.43; 73:18=0.38
82:4,w a ' i dh aa a l q u b uu r u b u 3 th i r a t,22,11,3,,11,77:8=0.41; 77:10=0.36; 77:11=0.41; 81:3=0.32
82:15,y a S l a w n a h aa y a w m a a d d ii n,20,11,10,,11,14:29=0.4; 26:82=0.4; 37:20=0.35; 38:56=0.45
84:11,f a s a w f a y a d 3 uu th u b uu r a n aa,20,11,7,,11,6:5=0.45; 15:3=0.4; 15:96=0.4; 25:14=0.4
85:2,w aa l y a w m i a l m a w 3 uu d,16,11,9,,11,2:177=0.38; 3:114=0.38; 9:19=0.38; 15:38=0.44
86:1,w aa l s s a m aa ' i w aa l T T aa r i q,19,11,10,,11,2:164=0.42; 3:134=0.42; 20:4=0.42; 21:4=0.42
86:12,w aa l ' a r D i dh aa t i a S S a d 3,18,11,10,,11,2:164=0.44; 3:190=0.44; 13:15=0.44; 30:18=0.44
86:14,w a m aa h u w a b i aa l h a z l,16,11,10,,11,2:8=0.44; 13:14=0.31; 14:17=0.31; 17:105=0.38
91:3,w aa l n n a h aa r i ' i dh aa j a l l aa h aa,21,11,9,,11,3:190=0.38; 10:6=0.38; 17:12=0.43; 21:20=0.43
91:4,w aa l l l a y l i ' i dh aa y a gh sh aa h aa,20,11,10,,11,21:42=0.45; 37:138=0.45; 53:1=0.45; 74:33=0.35
96:4,aa l l a dh ii 3 a l l a m a b i aa l q a l a m,22,11,10,,11,2:59=0.41; 6:45=0.41; 13:43=0.41; 21:33=0.41
96:8,' i n n a ' i l aa r a b b i k a a r r u j 3 aa,23,11,11,,11,7:125=0.39; 12:50=0.43; 20:12=0.43; 26:50=0.39
100:2,f aa l m uu r i y aa t i q a d H a n aa,18,11,5,,11,37:2=0.44; 37:3=0.44; 51:2=0.44; 51:3=0.33
103:2,' i n n a a l ' i n s aa n a l a f ii x u s r,22,11,10,,11,10:12=0.41; 14:34=0.27; 22:66=0.23; 42:48=0.23
108:1,' i n n aa ' a 3 T a y n aa k a a l k a w th a r,23,11,9,,11,2:119=0.43; 4:105=0.43; 4:163=0.39; 15:95=0.35
109:2,l aa ' a 3 b u d u m aa t a 3 b u d uu n,19,11,6,,11,10:104=0.42; 11:62=0.37; 11:109=0.37; 21:67=0.42
114:2,m a l i k i a n n aa s,11,11,7,,11,10:2=0.36; 10:44=0.36; 10:92=0.36; 12:38=0.36
2:120#02,q u l ' i n n a h u d aa a l l aa h i h u w a a l h u d aa,28,10,7,,10,3:73=0.43; 5:17=0.43; 5:72=0.43; 6:71=0.0
2:184#05,w a ' a n t a S uu m uu aa x a y r u n l l a k u m,24,10,8,,10,2:216=0.38; 2:271=0.38; 2:280=0.21; 4:25=0.12
2:189#01,y a s ' a l uu n a k a 3 a n i a l ' a h i l l a h,25,10,8,,10,2:217=0.24; 2:219=0.28; 2:220=0.28; 7:187=0.32
2:223#02,w a q a d d i m uu aa l i ' a n f u s i k u m,22,10,8,,10,2:110=0.09; 3:117=0.41; 3:165=0.36; 6:130=0.41
2:285#03,w a q aa l uu aa s a m i 3 n aa w a ' a T a 3 n aa,23,10,9,,10,2:93=0.22; 4:46=0.09; 8:21=0.3; 21:60=0.3
3:174#02,w aa l l l a h u dh uu f a D l i n 3 a Z ii m,21,10,8,,10,2:105=0.19; 2:268=0.38; 3:74=0.19; 8:29=0.19
4:2#01,w a ' aa t uu aa a l y a t aa m aa ' a m w aa l a h u m,25,10,7,,10,2:177=0.44; 2:188=0.4; 4:5=0.44; 4:6=0.44
4:95#03,w a k u l l a n aa w a 3 a d a a l l aa h u a l H u s n aa,28,10,10,,10,4:122=0.43; 6:86=0.43; 9:68=0.39; 10:4=0.43
4:158#01,b a l r r a f a 3 a h u a l l aa h u ' i l a y h,24,10,9,,10,3:126=0.38; 4:155=0.29; 5:49=0.42; 8:10=0.38
4:171#04,w a l aa t a q uu l uu aa th a l aa th a h,18,10,6,,10,2:41=0.39; 2:104=0.44; 2:154=0.28; 2:169=0.33
6:57#05,w a h u w a x a y r u a l f aa S i l ii n,20,10,7,,10,2:184=0.4; 2:216=0.35; 3:150=0.15; 7:87=0.15
6:71#02,q u l ' i n n a h u d aa a l l aa h i h u w a a l h u d aa,28,10,8,,10,2:120=0.0; 3:73=0.43; 5:17=0.43; 5:72=0.43
6:92#03,w a h u m 3 a l aa S a l aa t i h i m y u H aa f i Z uu n,27,10,5,,10,21:28=0.44; 21:32=0.41; 23:2=0.37; 23:5=0.41
6:100#03,s u b H aa n a h u w a t a 3 aa l aa 3 a m m aa y a S i f uu n,29,10,8,,10,10:18=0.14; 16:1=0.14; 16:3=0.45; 16:57=0.38
8:48#03,w aa l l l a h u sh a d ii d u a l 3 i q aa b,21,10,7,,10,3:4=0.43; 3:11=0.0; 4:27=0.43; 8:25=0.24
9:36#03,f a l aa t a Z l i m uu aa f ii h i n n a ' a n f u s a k u m,29,10,7,,10,2:84=0.38; 2:110=0.45; 2:223=0.45; 4:29=0.41
9:101#02,w a m i n ' a h l i a l m a d ii n a h,19,10,9,,10,3:121=0.42; 12:109=0.42; 15:67=0.32; 16:25=0.42
9:116#02,y u H y ii w a y u m ii t,12,10,9,,10,2:28=0.42; 2:258=0.0; 10:56=0.0; 15:23=0.17
10:1#02,t i l k a ' aa y aa t u a l k i t aa b i a l H a k ii m,26,10,10,,10,2:252=0.38; 3:108=0.38; 12:1=0.15; 13:1=0.19
10:65#01,w a l aa y a H z u n k a q a w l u h u m,20,10,9,,10,2:262=0.45; 3:176=0.35; 9:85=0.45; 9:126=0.4
11:76#02,' i n n a h u q a d j aa ' a ' a m r u r a b b i k,25,10,8,,10,7:53=0.44; 11:101=0.28; 17:57=0.44; 19:19=0.4
11:119#01,' i l l aa m a n r r a H i m a r a b b u k,21,10,8,,10,4:114=0.33; 11:43=0.24; 11:107=0.38; 11:108=0.38
12:40#03,' a m a r a ' a l l aa t a 3 b u d uu aa ' i l l aa ' i y y aa h,30,10,7,,10,2:83=0.4; 2:282=0.43; 3:64=0.4; 11:2=0.33
12:90#01,q aa l uu aa ' a ' i n n a k a l a ' a n t a y uu s u f,26,10,7,,10,11:87=0.38; 12:14=0.42; 16:101=0.35; 18:67=0.35
13:42#02,y a 3 l a m u m aa t a k s i b u k u l l u n a f s,25,10,8,,10,6:3=0.36; 6:164=0.24; 13:8=0.28; 16:19=0.44
14:29#02,w a b i ' s a a l q a r aa r,14,10,7,,10,3:12=0.29; 3:197=0.29; 5:25=0.43; 11:98=0.29
15:85#02,w a ' i n n a a s s aa 3 a t a l a ' aa t i y a h,24,10,9,,10,18:36=0.42; 20:15=0.21; 22:7=0.17; 29:64=0.33
16:3#02,t a 3 aa l aa 3 a m m aa y u sh r i k uu n,19,10,9,,10,7:190=0.26; 10:18=0.0; 16:1=0.0; 17:43=0.26
19:64#03,w a m aa k aa n a r a b b u k a n a s i y y a n aa,24,10,7,,10,3:161=0.42; 11:117=0.29; 17:79=0.42; 18:43=0.42
21:44#03,' a f a h u m u a l gh aa l i b uu n,17,10,6,,10,21:6=0.41; 21:34=0.18; 23:111=0.41; 26:40=0.29
21:72#02,w a k u l l a n aa j a 3 a l n aa S aa l i H ii n,23,10,9,,10,3:46=0.39; 6:85=0.39; 6:86=0.39; 11:82=0.43
21:99#02,w a k u l l u n f ii h aa x aa l i d uu n,19,10,6,,10,2:39=0.37; 2:81=0.37; 2:82=0.32; 2:217=0.37
23:65#02,' i n n a k u m m m i n n aa l aa t u n S a r uu n,24,10,9,,10,2:38=0.42; 7:90=0.42; 11:113=0.38; 15:62=0.42
24:39#02,w aa l l l a h u s a r ii 3 u a l H i s aa b,21,10,6,,10,2:202=0.0; 2:205=0.43; 3:34=0.38; 3:121=0.38
28:63#03,m aa k aa n uu aa ' i y y aa n aa y a 3 b u d uu n,22,10,9,,10,2:172=0.41; 5:63=0.41; 7:9=0.41; 10:28=0.23
28:68#02,m aa k aa n a l a h u m u a l x i y a r a h,21,10,9,,10,2:114=0.33; 7:39=0.38; 8:33=0.43; 11:20=0.43
34:2#02,w a h u w a a r r a H ii m u a l gh a f uu r,21,10,8,,10,6:18=0.29; 6:73=0.29; 6:103=0.33; 10:107=0.38
34:17#01,dh aa l i k a j a z a y n aa h u m b i m aa k a f a r uu aa,27,10,9,,10,6:146=0.3; 7:163=0.37; 7:168=0.41; 17:98=0.44
36:61#01,w a ' a n i aa 3 b u d uu n ii,14,10,8,,10,5:117=0.29; 21:66=0.43; 21:98=0.43; 23:32=0.29
37:30#02,b a l k u n t u m q a w m a n aa T aa gh ii n,21,10,9,,10,3:143=0.43; 9:53=0.33; 23:106=0.38; 27:47=0.38
38:33#01,r u d d uu h aa 3 a l a y y,13,10,9,,10,2:194=0.38; 2:252=0.38; 26:22=0.31; 27:31=0.38
40:16#03,l l i m a n i a l m u l k u a l y a w m,20,10,10,,10,5:18=0.4; 18:66=0.45; 19:38=0.45; 22:56=0.45
40:17#02,l aa Z u l m a a l y a w m,13,10,9,,10,16:27=0.38; 19:26=0.31; 19:38=0.38; 20:64=0.38
42:50#02,w a y a j 3 a l u m a n y a sh aa ' u 3 a q ii m a n aa,26,10,9,,10,2:269=0.42; 4:48=0.42; 4:116=0.42; 13:27=0.42
44:24#02,' i n n a h u m j u n d u n m m u gh r a q uu n,23,10,10,,10,9:56=0.39; 11:37=0.26; 15:62=0.35; 23:27=0.26
50:3#01,' a ' i dh aa m i t n aa w a k u n n aa t u r aa b a n aa,26,10,7,,10,13:5=0.27; 17:49=0.42; 17:98=0.42; 23:35=0.31
53:52#02,' i n n a h u m k aa n uu aa h u m ' a Z l a m a w a ' a T gh aa,30,10,8,,10,7:64=0.43; 21:74=0.37; 21:77=0.4; 27:12=0.43
54:35#01,n n i 3 m a t a n m m i n 3 i n d i n aa,20,10,10,,10,2:94=0.45; 10:76=0.45; 11:28=0.3; 14:37=0.4
57:2#02,y u H y ii w a y u m ii t,12,10,9,,10,2:28=0.42; 2:258=0.0; 9:116=0.0; 10:56=0.0
57:10#04,w a k u l l a n aa w a 3 a d a a l l aa h u a l H u s n aa,28,10,9,,10,4:95=0.0; 4:122=0.43; 6:86=0.43; 9:68=0.39
